Accuracy,F1-Score
0.8256950067476383,0.7584425547473381
0.8204318488529015,0.7454834130205291
0.8410863697705804,0.7788681839955603
0.8254318488529016,0.7584589893342046
0.8257017543859648,0.7638156921589743
0.8359581646423753,0.7697241620922715
