Accuracy,F1-Score
0.8633311480186482,0.8642984499565664
0.8588811188811188,0.8598973552456199
0.8619340034965035,0.8630741429018887
0.8483457167832167,0.84893600224538
0.8513279428904429,0.8516585698336382
0.855802738927739,0.8566601676859887
