Accuracy,F1-Score
0.920997375328084,0.9201348681695258
0.921522309711286,0.9208396752416597
0.9199475065616799,0.9191683264758421
0.9257217847769029,0.9246582370925749
0.9215223097112861,0.9207433383586598
0.920997375328084,0.9200651420345949
